ICAOaddr,Lat,Lon,Heading,Alt,Speed,Squawk,Tailnr,Type,Reg,unk0,Src,Dest,Flightnr,unk1,unk2,Callsign,unk3,Airline
"",49.17,10.10,279,45000,450,"3206","F-LOWS2","LJ45","",1618579745,"","","",0,-64,"LJ45",0,""
"3C670E",53.18,3.70,129,43000,496,"0516","F-EGLK2","A359","D-AIXN",1618579744,"LAX","MUC","LH453",0,0,"DLH453",0,"DLH"
"48B9C9",48.85,-6.61,182,41000,456,"2017","T-MLAT1","BE40","SP-OOK",1618579742,"DUB","","",0,0,"SAH51P",0,""
"48C12E",52.13,4.47,92,41000,436,"2007","F-EHTW4","B738","SP-RKO",1618579742,"LTN","KRK","FR1813",0,0,"RYR9BT",0,"RYR"
"484B8F",49.91,13.08,111,41000,436,"1000","F-EDMO1","B737","PH-BGH",1618579744,"AMS","BUD","KL1977",0,0,"KLM1977",0,"KLM"
"AA3086",51.60,-1.74,98,40975,495,"1152","F-EGGW2","B744","N756CA",1618579740,"CVG","HHN","N8606",0,0,"NCR606",0,"NCR"
"06A2E7",49.13,2.15,107,40975,486,"7242","F-EGKK2","B789","A7-BHD",1618579744,"LHR","DOH","QR8865",0,0,"QTR41AG",0,"QTR"
"A0FA8B",52.59,-8.24,278,40175,447,"6303","F-EIKN2","GLEX","N162QS",1618579744,"NHT","","",0,1088,"N162QS",0,"EJA"
"76CDA8",51.87,3.00,262,40050,492,"3107","F-EGKA3","A359","9V-SMH",1618579744,"SIN","LHR","SQ308",0,-640,"SIA308",0,"SIA"
"4AC999",53.43,13.17,201,40000,434,"3114","F-ESMT5","H25B","SE-RLY",1618579745,"BMA","","",0,0,"GFM6Y",0,"GFM"
"",49.54,6.82,273,40000,458,"1000","F-EDLW2","","",1618579744,"","","",0,0,"BLOCKED",0,""
"4BA9CB",53.04,2.22,281,40000,470,"3221","F-EGSH3","A333","TC-JNK",1618579745,"IST","MAN","TK1995",0,0,"THY2AL",0,"THY"
"86E4DA",54.18,4.02,207,40000,497,"2254","F-EGNV2","B789","JA868J",1618579745,"HND","LHR","JL43",0,0,"JAL43",0,"JAL"
"06A0E6",54.00,-13.90,270,40000,444,"7543","F-EINN2","A359","A7-AMG",1618579731,"DOH","BOS","QR743",0,0,"QTR6EB",0,"QTR"
"4853F4",52.15,1.34,75,39750,426,"6251","F-EGYM1","E75L","PH-EXJ",1618579745,"ORK","AMS","KL1088",0,-2304,"KLM1088",0,"KLM"
"4BCDE7",49.91,11.23,96,39225,444,"7706","F-EDVM1","B738","TC-SOG",1618579745,"FRA","ADB","XQ971",0,1216,"SXS2RM",0,"SXS"
"4B17E6",49.48,1.50,138,39100,454,"2016","F-LFOV1","BCS1","HB-JBI",1618579740,"LHR","ZRH","LX333",0,512,"SWR30K",0,"SWR"
"4B188A",49.09,-3.61,96,39000,461,"5221","F-EGOV2","A333","HB-JHQ",1618579743,"PUJ","ZRH","WK35",0,0,"EDW35Y",0,""
"484B92",50.64,7.41,166,39000,443,"1000","F-EDDV5","B737","PH-BGL",1618579742,"AMS","MXP","KL1631",0,64,"KLM1631",0,"KLM"
"89653E",50.21,10.87,117,39000,486,"0161","F-EDRZ1","B78X","A6-BMG",1618579742,"AMS","AUH","EY78",0,-64,"ETD53S",0,"ETD"
"405F31",52.05,7.21,96,39000,454,"2003","F-EHWO3","B763","G-DHLF",1618579742,"EMA","LEJ","D0981",0,0,"DHK981",0,"DHK"
"896408",49.21,13.64,119,39000,488,"7501","F-LKPD5","B789","A6-BLC",1618579745,"LHR","AUH","EY20",0,0,"ETD20",0,"ETD"
"4D22E7",50.51,5.26,147,39000,414,"3160","F-EDDV5","","",1618579745,"RTM","","",0,0,"HYP032",0,""
"896539",49.75,12.10,118,39000,487,"1176","F-EDDV5","B789","A6-BNB",1618579745,"MAN","AUH","EY22",0,0,"ETD43U",0,"ETD"
"A14BDD",54.15,-4.86,106,39000,498,"6255","F-EGGP1","B789","N183AM",1618579745,"MEX","AMS","AM25",0,-64,"AMX025",0,"AMX"
"8964FE",48.88,7.24,115,38975,494,"0643","F-LFLA3","B78X","A6-BMC",1618579745,"CDG","AUH","EY38",0,-64,"ETD57C",0,"ETD"
"800736",49.69,12.41,104,38975,488,"1175","F-EDMO1","B788","VT-ANP",1618579744,"LHR","BOM","AI130",0,0,"AIC130",0,"AIC"
"A254DA",51.31,-11.97,261,38975,460,"2533","F-EIKY3","B789","N24976",1618579722,"FRA","ORD","UA906",0,64,"UAL906",0,"UAL"
"A15EBC",51.63,-5.86,267,38025,445,"4424","F-EGHD3","B763","N188DN",1618579743,"BRU","JFK","DL3455",0,-64,"DAL3455",0,"DAL"
"40768A",53.00,-2.92,2,38025,397,"5237","F-EGLK2","A20N","G-UZHV",1618579745,"BRS","INV","U2393",0,0,"EZY684D",0,"EZY"
"48AE07",50.16,-6.11,253,38000,475,"7542","F-EINN4","B788","SP-LRH",1618579743,"WAW","PUJ","LO9003",0,64,"LOT9003",0,"LOT"
"4CAA61",49.42,7.43,308,38000,445,"0606","F-EDRZ1","B738","EI-EXF",1618579742,"ATH","STN","FR14",0,0,"RYR66TH",0,"RYR"
"3C6750",50.42,12.94,272,38000,444,"1000","F-LKPO1","A320","D-AIZP",1618579744,"WAW","FRA","LH1349",0,0,"DLH8HR",0,"DLH"
"3944F3",49.86,8.96,265,38000,448,"1000","F-ETID1","A319","F-GRHT",1618579745,"OTP","CDG","AF1889",0,0,"AFR33GX",0,"AFR"
"4D21FD",49.23,11.55,295,38000,437,"3112","F-LKPM1","B738","9H-QAM",1618579744,"OTP","STN","FR1008",0,0,"RYR8WN",0,"RYR"
"3C6441",48.84,12.55,297,38000,438,"1000","F-LKPR9","A319","D-AIBA",1618579745,"BUD","FRA","LH1339",0,0,"DLH2FR",0,"DLH"
"3C656E",52.42,-6.83,280,38000,436,"0134","F-EGNS2","A333","D-AIKN",1618579742,"FRA","BOS","",0,0,"DLH7CF",0,"DLH"
"4CA757",48.64,10.44,337,38000,460,"1000","F-EDMO1","A320","EI-DSY",1618579744,"FCO","AMS","AZ110",0,0,"AZA74F",0,"AZA"
"449825",49.27,1.48,67,38000,465,"2360","F-EGLL2","FA7X","OO-FAE",1618579745,"BES","","",0,0,"BAF99",0,"BAF"
"4CA849",51.12,9.84,296,38000,451,"3115","F-EDVK1","B738","EI-EMA",1618579745,"OTP","DUB","FR7347",0,0,"RYR35QU",0,"RYR"
"39CF02",50.76,-12.43,279,38000,432,"5645","F-EINN4","","",1618579743,"","","",0,0,"AFR688",0,""
"40775C",52.27,7.80,265,38000,440,"3116","F-EDLW2","B738","G-RUKA",1618579744,"KBP","STN","RK3678",0,64,"RUK3678",0,"RYR"
"4B1A67",48.62,3.43,322,38000,427,"5736","F-LFSR3","A320","HB-JZZ",1618579745,"GVA","LGW","U28475",0,-64,"EZS59JC",0,"EZY"
"4B1A27",49.77,9.36,8,37975,413,"6706","F-EDDL2","A320","HB-JXN",1618579743,"BSL","CPH","U21151",0,64,"EZS28AB",0,"EZY"
"4BB26B",51.50,1.37,277,37975,441,"3246","F-EHEH2","A21N","TC-LSK",1618579744,"IST","DUB","TK1977",0,64,"THY99D",0,"THY"
"C02EC1",52.76,-10.60,276,37975,452,"0630","F-EIBN1","B789","C-FRSI",1618579743,"FRA","YUL","AC7213",0,0,"ACA7213",0,"ACA"
"3C6756",52.70,3.84,297,37950,447,"0627","F-EGSC2","A320","D-AIZV",1618579745,"DUS","MAN","EW9344",0,64,"EWG47U",0,"EWG"
"3C6562",52.83,-11.73,276,37825,411,"2543","F-EICD1","A333","D-AIKB",1618579745,"FRA","IAD","LH418",0,896,"DLH418",0,"DLH"
"86E3EC",51.49,11.05,222,37150,485,"2276","F-LKPD5","B789","JA861J",1618579745,"NRT","FRA","JL407",0,-2048,"JAL407",0,"JAL"
"89610C",53.29,-2.16,97,37000,462,"2257","F-EGGP1","B77W","A6-ECE",1618579744,"DUB","DXB","EK162",0,0,"UAE162",0,"UAE"
"3C70C2",51.36,0.92,103,37000,466,"1161","F-EGKK1","B77L","D-ALFB",1618579744,"DFW","FRA","LH8201",0,0,"GEC8201",0,"GEC"
"06A122",50.72,-12.09,279,37000,433,"2754","F-EINN4","A35K","A7-ANF",1618579742,"DOH","JFK","",0,0,"QTR7HK",0,"QTR"
"440806",49.37,6.47,153,37000,334,"0151","F-EDRZ1","C510","OE-FPP",1618579745,"GRQ","LIN","",0,0,"GAC749R",0,"GAC"
"3986ED",52.40,5.03,17,37000,432,"0647","F-EGMC3","E170","F-HBXN",1618579744,"CDG","OSL","AF1774",0,-64,"AFR23PJ",0,"AFR"
"44082D",49.36,13.23,119,37000,450,"5245","F-EPWR6","E195","OE-LWQ",1618579738,"MAN","VIE","OS464",0,-64,"AUA4PG",0,"AUA"
"8960D6",51.22,7.94,116,37000,470,"0162","F-EDKA3","B77W","A6-EBO",1618579740,"AMS","DXB","EK9744",0,0,"UAE9744",0,"UAE"
"8960E0",53.00,0.69,109,37000,477,"2265","F-EGYM1","B77W","A6-EBY",1618579745,"MAN","DXB","EK18",0,0,"UAE18",0,"UAE"
"484416",49.64,12.85,118,37000,470,"0154","F-EPWR5","B772","PH-BQM",1618579743,"AMS","DXB","KL427",0,0,"KLM427",0,"KLM"
"424568",53.14,13.32,78,36975,444,"0716","F-EDOP1","A333","VQ-BPJ",1618579744,"LHR","SVO","SU2579",0,0,"AFL2579",0,"AFL"
"A2A3B5",51.71,-5.39,267,36975,468,"2514","F-EICD1","B789","N26966",1618579739,"FRA","IAH","UA47",0,-64,"UAL47",0,"UAL"
"A05646",50.98,1.36,108,36975,489,"1164","F-EGTR2","B78X","N12010",1618579745,"EWR","TLV","UA90",0,-128,"UAL90",0,"UAL"
"49D0C2",50.04,11.39,99,36850,426,"1165","F-LKKV3","BE4W","OK-PFY",1618579745,"NCL","","",0,-1024,"TIE307F",0,"TIE"
"A05626",52.05,-13.57,267,36000,445,"2554","F-EIKY3","B78X","N12003",1618579743,"FRA","IAD","UA988",0,0,"UAL988",0,"UAL"
"3965A3",52.45,5.57,215,36000,501,"3533","F-EBKT2","B77W","F-GZND",1618579745,"NRT","CDG","AF275",0,0,"AFR275",0,"AFR"
"471F68",50.88,10.11,286,36000,468,"3111","F-EDDV5","A321","HA-LXG",1618579745,"BUD","LTN","W62205",0,-64,"WZZ37",0,"WZZ"
"AA28F2",52.39,-6.67,280,36000,445,"2503","F-EGHD3","B772","N754AN",1618579742,"FRA","ORD","AA9818",0,0,"AAL9818",0,"AAL"
"4BA95A",50.33,11.69,285,36000,488,"3266","F-EDJA3","","",1618579742,"","","",0,0,"THY3UM",0,""
"4D2233",51.45,9.23,250,36000,449,"1111","F-EHKD2","B738","9H-QBY",1618579744,"BER","LIS","FR1142",0,-64,"RYR68YD",0,"RYR"
"",51.12,0.54,260,36000,476,"4427","F-EGSC2","CL35","",1618579745,"","","",0,0,"CL35",0,""
"",53.03,7.23,243,36000,450,"1132","F-EDDG2","E55P","",1618579745,"","","",0,0,"E55P",0,""
"AA9093",51.32,-5.18,280,36000,463,"6315","F-EGFE5","B772","N780AN",1618579743,"LHR","PHL","AA729",0,0,"AAL729",0,"AAL"
"46B821",49.79,6.72,307,35950,451,"3120","F-EDRZ1","A21N","SX-NAA",1618579745,"ATH","LHR","A3602",0,0,"AEE2EG",0,"AEE"
"471F84",50.01,9.55,107,35800,433,"7663","F-LKPR8","A320","HA-LYI",1618579743,"HHN","VAR","W64542",0,1216,"WZZ204",0,"WZZ"
"4B17E1",50.63,9.15,186,35000,418,"1107","F-EDOP1","BCS1","HB-JBD",1618579744,"HAM","ZRH","LX1057",0,64,"SWR109A",0,"SWR"
"06A066",51.29,-0.04,108,35000,474,"5212","F-EGLL2","B77L","A7-BBA",1618579745,"ORD","DOH","QR724",0,0,"QTR7CB",0,"QTR"
"4CA293",51.82,-5.25,282,35000,437,"5665","F-EGTR2","A320","EI-DEM",1618579745,"LHR","ORK","EI715",0,0,"EIN715",0,"EIN"
"4D0113",52.03,-4.26,99,34975,482,"1142","F-EGFH2","B748","LX-VCJ",1618579744,"JFK","LUX","",0,0,"CLX69Z",0,"CLX"
"4402FF",48.95,12.84,309,34575,387,"1000","F-EDJA3","C25B","OE-GMB",1618579742,"LNZ","","",0,1536,"MOZ309",0,"MOZ"
"",51.05,2.52,103,34550,293,"0510","T-MLAT1","C525","",1618579744,"","","",0,960,"C525",0,""
"885106",48.60,12.07,111,34500,494,"7660","F-EDMO1","A359","HS-THF",1618579744,"FRA","BKK","TG921",0,768,"THA921",0,"THA"
"503DBF",50.40,8.26,248,34000,457,"0504","F-EDVM1","A320","LY-NVV",1618579745,"VNO","TFS","X9531",0,0,"NVD531",0,"NVD"
"06A2B0",49.03,-8.22,272,34000,447,"7517","F-EICK1","B77W","A7-BEL",1618579743,"DOH","IAD","QR707",0,0,"QTR04C",0,"QTR"
"4BB154",53.88,-6.71,280,34000,454,"3275","F-EGPK1","B77L","TC-LJT",1618579745,"ISL","JFK","TK6663",0,0,"THY6663",0,"THY"
"3965A9",50.69,-11.78,280,34000,441,"5644","F-EICK1","","",1618579743,"","","",0,0,"AFR054",0,""
"3965A1",49.90,-6.11,284,34000,457,"0650","F-EGHH3","B77W","F-GZNB",1618579744,"CDG","JFK","AF6",0,0,"AFR006",0,"AFR"
"C01755",52.04,-6.48,272,34000,466,"2523","F-EIBN1","B77W","C-FIVS",1618579744,"FRA","YYZ","AC7211",0,0,"ACA7211",0,"ACA"
"C0293E",51.28,5.73,297,33575,496,"2536","F-EDLW2","B789","C-FPQB",1618579741,"FRA","ATL","AC7237",0,1088,"ACA7237",0,"ACA"
"06A30B",50.53,-10.50,281,33000,440,"3502","F-EIBN1","B77L","A7-BFX",1618579744,"LUX","ATL","QR8141",0,0,"QTR8141",0,"QTR"
"781A4B",52.79,12.46,83,33000,452,"0173","F-EDVE2","B77L","B-220F",1618579741,"AMS","SZX","CK208",0,0,"CKK208",0,"CKK"
"51011A",51.35,12.03,66,33000,434,"7651","F-LKPM1","E195","EW-532PO",1618579744,"FRA","MSQ","B2894",0,0,"BRU894",0,"BRU"
"04008D",51.88,10.78,76,33000,458,"7101","F-EDHK2","B77L","ET-ARK",1618579743,"LGG","PVG","ET3778",0,0,"ETH3778",0,"ETH"
"867F8A",50.56,4.06,177,32625,483,"3514","F-EGKK1","B77W","JA732J",1618579738,"HND","CDG","JL45",0,-2304,"JAL45",0,"JAL"
"4843F2",53.74,-6.22,276,32000,458,"2120","F-EICM2","B772","PH-BQO",1618579741,"AMS","MEX","KL685",0,0,"KLM685",0,"KLM"
"3C4B24",51.42,-10.43,263,31975,453,"2550","F-EICD1","B748","D-ABYD",1618579745,"FRA","MEX","LH498",0,0,"DLH498",0,"DLH"
"4078B8",51.54,-3.66,269,31950,488,"6305","F-EGFH2","A35K","G-XWBE",1618579744,"LHR","MIA","BA209",0,1408,"BAW209",0,"BAW"
"406A9F",50.41,1.58,312,31000,433,"0513","F-EGTR2","B788","G-ZBJH",1618579742,"DXB","LHR","BA104",0,-1920,"BAW104",0,"BAW"
"040156",51.37,7.88,61,31000,440,"7111","F-EDDF5","B77L","ET-AVN",1618579745,"LGG","CAN","ET3606",0,0,"ETH3606",0,"ETH"
"394A65",52.79,8.48,209,30975,415,"1135","F-EDLI1","A3ST","F-GSTF",1618579744,"XFW","TLS","",0,0,"BGA131F",0,"BGA"
"39C427",49.16,0.50,273,30925,497,"5643","F-EGLC3","B789","F-HRBH",1618579743,"CDG","BOS","AF334",0,1216,"AFR334",0,"AFR"
"424323",49.97,10.41,100,30900,452,"7647","F-EDJA1","B744","VP-BCI",1618579744,"HHN","","U39306",0,1088,"SAY9306",0,"SAY"
"3951C1",50.79,4.12,193,30850,466,"3510","F-EBOS1","B77L","F-GUOB",1618579743,"NRT","CDG","AF6725",0,-832,"AFR6725",0,"AFR"
"4CA61E",51.79,2.88,280,30325,455,"6620","F-EGSH3","B738","EI-DWR",1618579744,"PRG","STN","FR1014",0,-3520,"RYR9SC",0,"RYR"
"4CA9BA",52.99,-7.67,249,29850,427,"3607","F-EGAB2","A21N","EI-LRA",1618579743,"DUB","BOS","EI133",0,1152,"EIN13J",0,"EIN"
"4D00F6",49.30,8.77,279,29675,442,"3201","F-EDDM2","B738","LX-LGU",1618579740,"DXB","LUX","LG9002",0,-1024,"LGL9002",0,"LGL"
"491185",50.69,-1.65,211,29250,438,"5242","F-EGLF2","F2TH","CS-DLE",1618579742,"FAB","TFS","",0,1536,"NJE693M",0,"NJE"
"40756F",53.58,-3.83,129,29000,410,"1427","F-EGGW2","A320","G-EZGY",1618579739,"BFS","STN","U2264",0,0,"EZY264",0,"EZY"
"45CA65",48.77,2.87,195,29000,296,"2134","F-LFLA3","PC12","OY-RSE",1618579745,"AMS","","",0,64,"OYRSE",0,"CAT"
"C038AC",49.21,0.17,279,28975,504,"0652","F-EGLL2","B789","C-FVLZ",1618579744,"CDG","YUL","AC871",0,64,"ACA871",0,"ACA"
"06A1E6",50.59,6.60,277,28775,475,"3204","F-EDKA1","B77L","A7-BFI",1618579740,"DOH","BRU","QR8245",0,-1856,"QTR83UV",0,"QTR"
"C01074",51.73,-2.85,278,28125,464,"1414","F-EGNS1","B789","C-FGFZ",1618579744,"LHR","YYZ","AC857",0,1216,"ACA857",0,"ACA"
"401087",52.27,8.35,266,28100,303,"1105","F-EDVK1","BE20","G-MEGN",1618579745,"BER","","",0,0,"CBM88",0,"CBM"
"AE0598",52.57,7.52,186,27949,412,"0717","T-MLAT1","K35R","59-1521",1618579744,"AAH","","",0,0,"",0,"RCH"
"71C252",49.40,10.97,293,27325,436,"1000","F-LKPM1","B77L","HL8252",1618579744,"BUD","FRA","KE543",0,-1152,"KAL543",0,"KAL"
"",52.07,-5.12,146,27000,480,"1415","F-EICD1","GLF6","",1618579745,"","","",0,0,"GLF6",0,""
"471F36",51.36,6.77,104,26300,387,"1000","F-EHBK1","A21N","HA-LVI",1618579745,"EIN","OTP","W63072",0,1792,"WZZ9MX",0,"WZZ"
"3C5EFA",52.32,12.09,273,26000,379,"1137","F-EDCG2","A319","D-AGWZ",1618579745,"BER","DUS","EW8044",0,0,"GWI6AX",0,"EWG"
"3C5EE3",52.04,7.73,218,25625,418,"3526","F-EDKA3","A319","D-AGWC",1618579743,"ARN","DUS","EW9213",0,-1536,"EWG9PM",0,"EWG"
"44AAE2",49.10,6.44,2,24000,261,"5774","F-LFSF1","PC12","OO-JWB",1618579743,"SIR","","",0,0,"OOJWB",0,"JNL"
"8964C1",50.56,5.77,115,24000,400,"7152","F-EHBK1","B789","A6-BLQ",1618579745,"BRU","AUH","EY58",0,-64,"ETD98V",0,"ETD"
"407834",50.37,-1.09,24,23825,328,"7463","F-EGJB2","A20N","G-UZLH",1618579744,"GIB","LGW","U28902",0,-1536,"EZY74YX",0,"EZY"
"",52.70,9.30,131,23700,238,"1330","F-EDWI3","C510","",1618579745,"","","",0,2112,"C510",0,""
"392AF5",49.07,3.35,82,23250,347,"0653","F-LFOZ1","A320","F-GKXV",1618579743,"CDG","OSR","AF364V",0,2688,"AFR364V",0,"AFR"
"3D5501",52.99,8.30,181,23025,284,"1120","F-EDDV4","TBM9","D-FELD",1618579744,"GWT","","",0,64,"DFELD",0,""
"",49.57,7.87,143,23000,391,"2516","F-EDRZ1","C68A","",1618579745,"","","",0,448,"C68A",0,""
"502C22",50.36,9.03,197,23000,265,"1000","T-MLAT1","SF34","YL-RAE",1618579744,"RIX","","",0,0,"MTL828P",0,"MTL"
"",50.23,1.15,314,22675,470,"5727","F-EBKT2","F2TH","",1618579745,"","","",0,-2176,"F2TH",0,""
"3D7F46",53.21,9.66,196,22475,211,"1134","F-EDHK1","PC12","D-FULI",1618579744,"HAM","","",0,1280,"DFULI",0,""
"3986E8",49.11,3.85,84,22375,373,"1000","F-LFSR3","E170","F-HBXI",1618579745,"CDG","DUS","AF1406",0,1280,"AFR57TJ",0,"AFR"
"44CCC3",50.01,3.52,206,22375,454,"7141","F-LFPC1","A333","OO-SFC",1618579742,"BRU","DLA","SN369",0,896,"BEL369",0,"BEL"
"407512",50.48,1.32,306,22275,399,"6651","F-EGMD1","B789","G-TUIM",1618579742,"MUC","LGW","BY8868",0,-1728,"TOM8868",0,"TUI"
"",49.32,11.15,178,22075,397,"6336","F-LKPR8","","",1618579743,"","","",0,-2496,"BLOCKED",0,""
"43EDE1",49.64,-1.74,349,22000,270,"5522","T-MLAT1","","",1618579742,"IBZ","","",0,0,"2DEWS",0,""
"3D68E2",50.40,11.56,191,22000,240,"6325","T-MLAT1","P46T","D-FLYW",1618579744,"LEJ","","",0,0,"DFLYW",0,""
"3C658D",49.62,9.92,295,21900,424,"1000","F-EDRZ1","A319","D-AILM",1618579739,"BEG","FRA","LH1407",0,-1472,"DLH3ME",0,"DLH"
"600B21",49.90,7.73,76,21775,407,"3507","F-EDDL2","B744","4K-SW888",1618579744,"LUX","GYD","7L262",0,1472,"AZG262",0,"AZG"
"AE0693",49.97,9.29,244,21528,416,"3105","T-MLAT1","K35R","63-8004",1618579742,"RMS","","",0,-896,"NACHO71",0,"RCH"
"48548C",52.09,5.62,125,21175,396,"3144","F-EHGG3","E75L","PH-EXK",1618579744,"AMS","BLQ","KL1591",0,1792,"KLM73C",0,"KLM"
"480C03",52.79,0.19,278,20949,310,"3310","T-MLAT1","C130","G-273",1618579742,"CBG","","",0,0,"NAF21",0,"NAF"
"3950CB",53.43,-5.41,87,20500,359,"6316","F-EIDW4","A318","F-GUGL",1618579742,"DUB","CDG","AF1817",0,3072,"AFR84UW",0,"AFR"
"44CCC5",50.36,3.69,203,20175,433,"7121","F-EHBK1","A333","OO-SFE",1618579745,"BRU","ABJ","SN319",0,1344,"BEL319P",0,"BEL"
"3D6275",49.69,8.25,157,20075,260,"1244","F-LFSN1","PC12","D-FJNP",1618579743,"ESS","","",0,-704,"DFJNP",0,""
"3D6FB7",50.74,7.74,148,19850,184,"3722","F-EHTW4","PC12","D-FOOD",1618579745,"CGN","","",0,1536,"DFOOD",0,""
"",51.10,-1.29,24,19775,241,"4224","F-EGLL2","E50P","",1618579745,"","","",0,896,"E50P",0,""
"",49.35,10.25,217,19575,355,"6477","F-EDDS4","C25M","",1618579743,"","","",0,-2048,"C25M",0,""
"4D00D6",50.13,5.76,315,19450,305,"3501","F-EDDL2","DH8D","LX-LQB",1618579744,"LUX","LCY","LG4595",0,1856,"LGL4595",0,"LGL"
"51007F",51.62,0.73,42,19200,379,"2020","F-EGLL2","E195","EW-399PO",1618579745,"LGW","MSQ","B2852",0,1600,"BRU852",0,"BRU"
"4075FF",52.73,-1.72,144,19000,360,"7651","F-EGNR5","A21N","G-NEOR",1618579742,"MAN","LHR","BA1391",0,0,"SHT3U",0,"BAW"
"3986EB",50.12,13.35,276,18950,342,"1000","F-LKVO1","E170","F-HBXL",1618579745,"PRG","CDG","AF1083",0,1856,"AFR59LD",0,"AFR"
"3C65C3",50.34,9.35,246,18500,368,"1171","F-EDDF6","A20N","D-AINC",1618579744,"KBP","FRA","LH1491",0,-1280,"DLH1491",0,"DLH"
"C011B6",52.14,-1.35,139,18425,397,"6327","F-EGDY3","B763","C-FGSJ",1618579744,"CVG","LHR","W8985",0,-1600,"CJT985",0,"CJT"
"8964A3",49.56,9.05,125,18050,378,"7710","F-LFST3","B77W","A6-EQK",1618579745,"FRA","DXB","EK46",0,2944,"UAE46",0,"UAE"
"4073DF",54.09,-4.62,319,17925,273,"2011","F-EGPF4","AT76","G-IACY",1618579745,"SOU","BHD","T3844",0,-512,"EZE94S",0,"EZE"
"4BCCAF",52.26,10.46,121,17100,340,"1127","F-EDWI3","B738","TC-SEO",1618579745,"HAJ","ADB","XQ975",0,3328,"SXS7U",0,"SXS"
"3CE25A",52.17,-0.51,94,17025,284,"0520","T-MLAT1","SW4","D-CNAG",1618579744,"BHX","ESS","",0,0,"BID2A",0,""
"4852F5",52.27,6.16,304,16775,331,"1000","F-EBAW1","E75L","PH-EXH",1618579744,"ZAG","AMS","KL1942",0,-2368,"KLM1942",0,"KLM"
"40749A",51.59,-1.74,284,16575,424,"4220","F-EIWF1","B789","G-ZBKS",1618579744,"LHR","DFW","BA193",0,1344,"BAW31F",0,"BAW"
"3D1A9A",51.84,7.37,235,16000,162,"1136","T-MLAT1","PA46","D-EIIC",1618579744,"SZW","","",0,0,"DEIIC",0,""
"AC34A0",50.96,6.36,224,15275,381,"1000","F-ETAD1","B77L","N886FD",1618579741,"HKG","LGG","FX5217",0,-1728,"FDX5217",0,"FDX"
"3C6586",50.20,8.82,249,15200,365,"1000","F-EDRZ1","A319","D-AILF",1618579745,"MSQ","FRA","LH1487",0,-960,"DLH1487",0,"DLH"
"3E4E41",50.62,9.43,199,13975,317,"1110","F-EDDE2","C510","D-IUVH",1618579738,"KEL","","",0,-1472,"DIUVH",0,""
"4042E2",51.25,-1.82,257,13300,116,"0033","T-MLAT1","C208","G-BZAH",1618579746,"BZZ","","",0,192,"GBZAH",0,""
"3D8FDF",49.33,12.08,135,13024,134,"6361","T-MLAT1","PA30","D-GAST",1618579742,"NUE","","",0,0,"DGAST",0,""
"4CAAD7",53.02,-7.47,49,13000,292,"3602","F-EIKK1","AT76","EI-FAS",1618579745,"KIR","DUB","EI3205",0,-1024,"STK5K",0,"EIN"
"44C06A",49.14,4.05,179,13000,265,"1000","F-LFPT2","PC12","OO-PCJ",1618579741,"CRL","","",0,64,"OOPCJ",0,""
"A37A89",49.31,12.57,6,12700,162,"3610","F-LKKV2","PA46","N323MA",1618579745,"RBM","","",0,512,"N323MA",0,""
"40746F",53.55,-0.54,170,12632,140,"0033","T-MLAT1","C208","G-CKSE",1618579742,"","","",0,448,"GCKSE",0,""
"4CA8E5",53.28,-2.53,226,12500,337,"2005","F-EGNR5","B738","EI-ENS",1618579744,"MAN","FAO","FR4088",0,3520,"RYR8AP",0,"RYR"
"4074A6",51.08,-1.84,87,12100,80,"0033","T-MLAT1","C208","G-OJMP",1618579744,"","","",0,0,"GOJMP",0,""
"448CAA",50.79,5.10,347,12050,286,"6756","F-EDDK3","C525","OO-CEJ",1618579744,"TLN","","",0,-320,"OOCEJ",0,"BNJ"
"42449C",50.78,6.08,224,12000,347,"1000","F-EDDK2","B744","VQ-BWS",1618579735,"","","6T2876",0,0,"LGT2876",0,"LGT"
