ICAOaddr,Lat,Lon,Heading,Alt,Speed,Squawk,Tailnr,Type,Reg,unk0,Src,Dest,Flightnr,unk1,unk2,Callsign,unk3,Airline
"406F3C",50.63,0.17,292,11654,288,"5712","T-MLAT1","PC12","G-KARE",1618579744,"QYA","","",0,-1152,"GKARE",0,""
"407472",52.54,-0.44,49,11105,112,"0033","T-MLAT1","C208","G-UKPB",1618579744,"","","",0,320,"GUKPB",0,""
"471F49",51.25,8.01,286,11050,309,"3543","F-ETHF1","A320","HA-LWB",1618579745,"IAS","DTM","W63655",0,-1152,"WZZ1392",0,"WZZ"
"406A27",50.23,-1.79,17,11000,244,"1206","T-MLAT1","AT43","G-ISLH",1618579742,"JER","SOU","",0,0,"BCI101P",0,"BCI"
"406F79",51.10,-0.81,48,10950,294,"6330","F-EGLK3","B789","G-ZBKM",1618579743,"MEX","LHR","BA242",0,-1152,"BAW242",0,"BAW"
"3C670A",49.70,8.78,126,10850,342,"7655","F-EDFM2","A359","D-AIXJ",1618579741,"FRA","BKK","LH772",0,2496,"DLH772",0,"DLH"
"3C658C",49.85,8.45,260,10500,332,"5313","F-EDDF4","A319","D-AILL",1618579740,"AGP","FRA","LH1149",0,-1664,"DLH56E",0,"DLH"
"4CAFD0",53.32,-6.05,188,10250,284,"3610","F-EICD1","B738","EI-GXK",1618579742,"DUB","LIS","FR7138",0,2880,"RYR188V",0,"RYR"
"406D8E",51.28,-0.08,337,10125,288,"1425","F-EGLL2","A320","G-EZOI",1618579745,"LGW","EDI","U2809",0,3776,"EZY635P",0,"EZY"
"",53.29,9.39,46,10125,233,"5043","F-EDHN1","TBM9","",1618579742,"","","",0,-3008,"TBM9",0,""
"",50.65,6.57,92,10025,295,"2014","F-EDKA3","E550","",1618579743,"","","",0,-192,"E550",0,""
"4075BE",50.59,-3.79,254,10000,201,"0411","T-MLAT1","PA46","G-EXPO",1618579744,"ESH","","",0,0,"GEXPO",0,""
"8963DB",52.37,5.05,138,9750,284,"3153","F-EHAM3","B77W","A6-EPL",1618579742,"AMS","DXB","EK148",0,2624,"UAE148",0,"UAE"
"",48.86,2.60,192,9650,243,"3303","F-LFOZ1","E50P","",1618579740,"","","",0,1152,"E50P",0,""
"3D63BC",48.67,10.57,122,9500,234,"4452","F-EDMO3","TBM8","D-FKAE",1618579745,"MHG","","",0,0,"DFKAE",0,""
"43C408",54.12,-1.11,76,9400,288,"6041","T-MLAT1","HAWK","XX203",1618579744,"","","",0,-1408,"SAVAGE1",0,"RFR"
"3D4B37",51.02,6.56,71,9024,160,"5264","T-MLAT1","C208","D-FAST",1618579742,"BHX","KSF","JMP353",0,0,"JMP353",0,"JMP"
"AA0DA1",51.63,7.47,142,9000,166,"0166","F-EDLE3","","N747MC",1618579744,"GRQ","","",0,0,"N747MC",0,""
"A8CAB6",52.47,11.44,103,9000,141,"3131","F-EDHI1","","N666CA",1618579743,"GRQ","","",0,0,"N666CA",0,""
"89610E",51.42,-0.05,95,8900,271,"2274","F-EGKA3","B77W","A6-ECG",1618579742,"LHR","DXB","EK2",0,2624,"UAE2",0,"UAE"
"43C8BC",53.30,-0.27,188,8650,147,"1764","T-EGXJ24","","",1618579734,"","","",0,0,"CWL77",0,""
"3D41BC",51.31,10.18,211,8325,130,"7743","F-EDDV5","","",1618579745,"EIB","","",0,-448,"DEXDK",0,""
"43C8BD",52.79,-0.47,322,8186,119,"3721","T-MLAT1","","",1618579742,"","","",0,-1856,"CWL93",0,""
"4D0140",49.80,6.32,291,8025,328,"3504","F-ETAD1","B744","LX-OCV",1618579735,"LUX","LAX","CV7745",0,1920,"CLX46V",0,"CLX"
"3D3ABA",52.40,10.23,113,8000,167,"0164","F-EDWI3","","",1618579745,"","","",0,64,"DEUMK",0,""
"400D03",51.99,-1.65,258,7975,148,"1413","T-MLAT1","DA42","G-CTCG",1618579742,"OXF","","",0,0,"EXM52",0,""
"400A76",50.93,-3.38,2,7850,181,"0502","F-EGDX1","BE20","G-CIFE",1618579745,"EXT","BLK","",0,1856,"BRO39",0,"BRO"
"A48B4B",52.11,-9.53,99,7625,151,"6317","F-EIBN1","P46T","N392MA",1618579744,"KIR","","",0,1280,"N392MA",0,""
"44CCD8",50.85,4.81,240,7625,291,"7113","F-EDKA3","A333","OO-SFX",1618579743,"BRU","FNA","SN241",0,2560,"BEL241W",0,"BEL"
"3D0815",52.32,7.17,5,7525,107,"7742","F-EDDV5","C172","D-EBHT",1618579745,"","","",0,0,"DEBHT",0,""
"3DAFB2",53.26,11.70,197,7525,150,"7000","F-EDDT2","DA42","D-GMUC",1618579741,"RLG","","",0,-128,"PTO402",0,"PTO"
"3D171D",51.42,8.11,348,7500,102,"7742","F-EDLE3","C172","D-EGZT",1618579744,"","","",0,0,"DEGZT",0,""
"3D1C50",52.22,7.22,2,7500,94,"7742","T-MLAT1","C172","D-EIYY",1618579744,"","","",0,0,"DEIYY",0,""
"43C174",50.90,-4.15,119,7450,346,"1751","F-EGHD2","C17","ZZ174",1618579744,"BZZ","","",0,-384,"COMET53",0,"RFR"
"",49.11,8.01,302,7425,267,"6472","F-EDFM1","C525","",1618579743,"","","",0,-1344,"C525",0,""
"405911",52.92,-2.72,87,7399,92,"0033","T-MLAT1","GA8","G-VANX",1618579742,"","","",0,0,"GVANX",0,""
"43EA47",51.56,-2.92,212,7175,253,"7243","F-EGHH3","BE20","M-CDMS",1618579742,"BWF","BRS","VSB2",0,-1792,"VSB02",0,"VSB"
"406890",51.61,-0.30,262,7000,278,"2013","F-EGBE3","B788","G-ZBJC",1618579742,"ARN","LHR","BA777",0,0,"BAW777",0,"BAW"
"A10171",51.38,12.45,91,7000,167,"5037","F-EDDP2","S22T","N164KF",1618579734,"ESS","","",0,0,"N164KF",0,""
"A28E23",52.50,11.34,104,7000,147,"0165","F-EDDV4","SR20","N264CZ",1618579741,"GRQ","","",0,0,"N264CZ",0,""
"405D9A",51.08,-0.80,127,6999,148,"6347","T-MLAT1","SR20","G-DOLI",1618579744,"CWL","","",0,0,"GDOLI",0,""
"A79EBF",52.56,9.63,113,6975,138,"0176","F-EDDV5","SR20","N590PU",1618579745,"GRQ","","",0,-64,"N590PU",0,""
"",53.41,-6.15,94,6825,195,"5207","F-EIDW2","C68A","",1618579744,"","","",0,5376,"C68A",0,""
"4AB482",53.62,10.31,8,6524,252,"5031","T-MLAT1","AT75","SE-MDB",1618579744,"STR","LBC","6I7421",0,-640,"MMD7421",0,"MMD"
"781105",51.56,-0.68,254,6450,218,"3512","F-EGLF1","A333","B-8972",1618579743,"XMN","LHR","MU7197",0,-1792,"CES7197",0,"CES"
"44C24D",52.52,-1.24,311,6175,238,"7343","F-EGSC2","C510","OO-PRM",1618579739,"AMS","","",0,-1216,"OOPRM",0,"BNJ"
"485A66",53.15,6.65,62,6049,118,"0433","T-MLAT1","DA42","PH-KFA",1618579744,"GRQ","GRQ","",0,0,"KLM7913",0,""
"3DC5A2",50.79,5.25,317,6013,150,"5145","T-MLAT1","DA42","D-GVCC",1618579744,"LGG","","",0,-448,"DGVCC",0,""
"A19982",51.40,5.91,175,6000,110,"0432","T-MLAT1","P28A","N202AS",1618579744,"LEY","","",0,0,"N202AS",0,""
"4032DD",51.16,3.62,90,5975,84,"5261","F-EBBR1","P28A","G-BSXC",1618579744,"ESH","","",0,64,"GBSXC",0,""
"471F81",52.21,13.20,329,5925,212,"4533","F-EDCD1","A320","HA-LYF",1618579742,"KIV","BER","W66903",0,-832,"WZZ6906",0,"WZZ"
"402C42",51.13,-3.29,350,5700,111,"3613","F-EGTE3","AA5","G-BOZO",1618579744,"","","",0,-256,"GBOZO",0,""
"485121",52.09,6.07,226,5600,83,"7000","T-MLAT1","","",1618579735,"","","",0,320,"PH1545",0,""
"4CA8D9",53.42,-2.33,228,5475,269,"2251","F-EGNR5","B738","EI-ENN",1618579744,"MAN","AGP","FR3232",0,4224,"RYR2UM",0,"RYR"
"3EDDC0",51.65,7.07,40,5475,34,"0476","T-EDDK88","ARCP","D-KYYA",1618579740,"","","",0,0,"DKYYA",0,""
"484426",52.05,6.26,194,5293,109,"7000","T-MLAT1","VENT","PH-891",1618579744,"","","",0,704,"PH891",0,""
"3950C4",49.14,2.22,247,5275,278,"1000","F-LFPG1","A318","F-GUGE",1618579745,"AMS","CDG","AF1741",0,-1024,"AFR15AH",0,"AFR"
"491184",49.90,8.06,40,5275,217,"1000","F-EDDF4","F2TH","CS-DLD",1618579743,"MUC","FRA","",0,-576,"NJE205L",0,"NJE"
"484A9C",52.04,6.95,263,5275,141,"7000","T-EDLI94","DUOD","PH-1260",1618579739,"","","",0,0,"PH1260",0,""
"3D3FDA",50.74,6.30,184,5149,39,"7000","T-MLAT1","E300","D-EWKW",1618579744,"AAH","","",0,0,"DEWKW",0,""
"3D277D",49.60,6.97,95,5120,108,"7000","T-MLAT1","P28A","D-ENEZ",1618579743,"","","",0,256,"DENEZ",0,""
"3D234F",51.57,8.62,234,5100,127,"1103","T-EDLI94","P28A","D-ELPV",1618579741,"BWE","","",0,0,"DELPV",0,""
"",53.42,5.65,270,5100,125,"7000","F-EDWI3","P68","",1618579745,"","","",0,0,"P68",0,""
"3D417F",49.41,8.89,348,5100,128,"0473","T-LFSB10","","D-EXBB",1618579742,"","","",0,0,"DEXBB",0,""
"448466",50.75,5.63,49,5050,226,"7161","F-EDDK3","B744","OO-ACF",1618579744,"LGG","WUH","X7281",0,1408,"CHG281",0,"FRH"
"",51.48,-0.57,358,5025,238,"5746","F-EGLL2","LJ75","",1618579745,"","","",0,-2496,"LJ75",0,""
"485734",53.23,5.28,39,5000,143,"4367","F-EHKD2","EC75","PH-OSF",1618579744,"DHR","","",0,0,"HHE67B",0,"HHE"
"484943",52.06,6.80,304,5000,54,"7000","F-EDLW2","VENT","PH-1308",1618579744,"","","",0,0,"PH1308",0,""
"",51.76,8.53,348,5000,220,"1255","F-EDDG2","C25A","",1618579736,"","","",0,-1536,"C25A",0,""
"40750A",52.19,0.72,49,4975,77,"7000","F-EGLC3","DISC","G-JBOB",1618579743,"","","",0,0,"GLIDERJO",0,""
"449661",53.06,4.73,23,4950,167,"7000","T-MLAT1","C404","OO-ESA",1618579727,"ANR","","",0,0,"OOESA",0,""
"4079D6",51.85,-2.49,248,4950,107,"7000","F-EGTR1","P28A","G-EGBW",1618579744,"","","",0,128,"GEGBW",0,""
"484F08",52.12,6.30,34,4875,76,"7000","T-MLAT1","DUOD","PH-1472",1618579744,"","","",0,384,"PH1472",0,""
"48441C",51.28,5.89,74,4825,100,"7000","T-MLAT1","DUOD","PH-1322",1618579744,"","","",0,0,"PH1322",0,""
"485030",52.52,6.21,79,4796,30,"7000","T-MLAT1","DG1T","PH-1525",1618579740,"","","",0,-448,"PH1525",0,""
"4853D4",52.11,4.34,29,4775,238,"1000","F-EHKD2","B738","PH-HXK",1618579738,"SVQ","AMS","HV6728",0,-1600,"TRA28E",0,"TRA"
"485069",52.92,7.86,226,4773,104,"0000","T-FLRM1","DUOD","PH-1529",1618579732,"","","",0,-960,"PH1529",0,""
"485495",52.30,8.50,315,4767,64,"0000","T-FLRM1","AS29","PH-1589",1618579740,"","","",0,0,"PH1589",0,""
"4038AA",52.35,1.33,163,4750,64,"7000","T-EGXJ24","DG80","G-BVJK",1618579742,"NWI","","",0,0,"",0,""
"484F11",52.53,6.42,239,4700,26,"7000","T-EHTW115","PITA","PH-4J2",1618579742,"","","",0,0,"",0,""
"896118",51.35,6.97,99,4700,258,"6424","F-EDDK3","B77W","A6-ECQ",1618579744,"DUS","DXB","EK56",0,3200,"UAE56",0,"UAE"
"39856B",48.93,2.03,56,4650,213,"1000","F-LFOB1","E190","F-HBLL",1618579744,"BIQ","CDG","AF7657",0,-128,"AFR47GL",0,"AFR"
"40538E",52.18,0.62,103,4629,55,"0000","T-FLRM1","DISC","G-CJRR",1618579739,"","","",0,128,"GCJRR",0,""
"3DC0A8",51.73,7.49,50,4625,124,"1251","T-MLAT1","PA44","D-GTFC",1618579744,"ESS","","",0,0,"DGTFC",0,""
"3DBC00",54.22,12.87,61,4625,119,"1123","F-EDCG2","DA42","D-GRLG",1618579745,"RLG","","",0,0,"PTO502",0,"PTO"
"4057A0",50.88,-2.88,92,4603,48,"0000","T-FLRM1","VENT","G-CKAS",1618579738,"","","",0,-128,"GCKAS",0,""
"3DA357",50.71,6.61,38,4600,148,"3721","T-MLAT1","PA44","D-GICL",1618579742,"MGL","","",0,0,"RWL545",0,"RWL"
"3D3460",49.30,7.49,30,4600,78,"3714","F-ELLX3","P28U","D-ESBW",1618579745,"ZQW","","",0,0,"DESBW",0,""
"4012D5",50.89,-1.06,26,4566,52,"0000","T-FLRM1","DUOD","G-CKPY",1618579737,"","","",0,384,"GCKPY",0,""
"7807D6",49.95,8.22,68,4550,163,"1000","T-ETOU50","A332","B-6538",1618579744,"FOC","FRA","MU7159",0,-960,"CES7159",0,"CES"
"3D67CF",52.98,-0.83,258,4525,155,"0033","F-EGGW2","C208","D-FLOH",1618579742,"","","",0,-3200,"DFLOH",0,""
"405A78",52.18,0.72,102,4525,71,"7000","F-EGSC2","AS29","G-CKRV",1618579745,"","","",0,-192,"GLIDE700",0,""
"484CB7",52.18,4.75,251,4525,239,"1000","T-EHAM82","B737","PH-BGQ",1618579740,"OTP","AMS","KL1374",0,-1088,"KLM38W",0,"KLM"
"4019F9",51.49,-3.26,358,4500,97,"3606","F-EGDY3","AA5","G-BAJO",1618579741,"","","",0,0,"GBAJO",0,""
"A432BD",51.73,4.95,230,4500,148,"7000","T-MLAT1","PA34","N37PF",1618579742,"LEY","","",0,0,"N37PF",0,""
"3EF8AE",52.64,6.33,131,4475,105,"7000","T-EHKD113","","",1618579740,"","","D6167",0,0,"D6167",0,""
"4056B7",51.15,-1.09,113,4450,63,"7000","T-EGHI130","DISC","G-CHRH",1618579732,"QLA","","",0,-128,"GCHRH",0,""
"400C77",52.12,-3.16,302,4445,82,"0000","T-FLRM1","VENT","G-VCXT",1618579740,"","","",0,-128,"GVCXT",0,""
"485113",52.85,6.77,70,4425,63,"7000","T-MLAT1","AS29","PH-1547",1618579742,"","","",0,-320,"PH1547",0,""
"485107",51.86,5.07,62,4422,68,"7000","T-FLRM1","ARCP","PH-1542",1618579739,"","","",0,-576,"PH1542",0,""
"40597A",51.04,-1.69,241,4408,84,"7000","T-MLAT1","VENT","G-IRLE",1618579744,"QLA","","",0,576,"GIRLE",0,""
"484B9D",53.03,5.65,263,4400,143,"7000","T-MLAT1","TOBA","PH-DFE",1618579723,"GRQ","","",0,0,"PHDFE",0,""
"06A2C4",50.63,4.52,260,4400,209,"3257","F-EBBR3","B77W","A7-BEU",1618579742,"DOH","BRU","QR8814",0,-512,"QTR268Y",0,"QTR"
"4050C8",52.38,-2.59,304,4373,64,"0000","T-FLRM1","DG1T","G-CKOH",1618579740,"","","",0,192,"GCKOH",0,""
"3ED911",52.33,8.39,254,4350,111,"7000","T-EDLI94","","",1618579741,"","","",0,0,"DKXDX",0,""
"3E7175",52.60,6.38,252,4300,53,"7000","F-EHKD2","","D-KIDX",1618579744,"","","",0,0,"DKIDX",0,""
"3D1F2C",51.86,11.87,72,4300,122,"7743","F-EDDE2","C172","D-EKBC",1618579744,"MHG","","",0,0,"DEKBC",0,""
"440589",51.03,-0.31,273,4275,269,"5776","F-EGKA1","A319","OE-LQM",1618579736,"MXP","LGW","U28198",0,-640,"EJU37EZ",0,"EZY"
"3E7041",52.05,6.43,232,4266,81,"7000","T-MLAT1","","",1618579743,"","","",0,-192,"DKHSB",0,""
"3FF568",52.46,12.38,294,4250,78,"7741","T-MLAT1","C42","D-MBJO",1618579744,"","","",0,0,"DMBJO",0,""
"484B24",52.01,7.18,200,4250,53,"7000","T-EDLI94","DG80","PH-1169",1618579739,"","","",0,0,"PH1169",0,""
"3E6ADF",52.76,6.51,32,4232,80,"7000","T-MLAT1","","D-KFRB",1618579742,"","","",0,64,"DKFRB",0,""
"484F8A",52.67,6.34,61,4225,53,"7000","F-EHTW2","DUOD","PH-1502",1618579743,"","","",0,0,"PH1502",0,""
"3D13BF",52.27,8.84,213,4200,142,"7000","T-MLAT1","C172","D-EFSP",1618579742,"","","",0,-1216,"DEFSP",0,""
"",51.54,5.18,189,4200,265,"6252","F-EDKA3","PRM1","",1618579743,"","","",0,-1472,"PRM1",0,""
"ACD21B",53.64,8.12,146,4200,152,"7000","T-MLAT1","BE35","N925Q",1618579742,"","","",0,0,"N925Q",0,""
"484774",52.34,7.21,113,4150,98,"7000","T-MLAT1","A20J","PH-737",1618579740,"","","",0,-448,"PH737",0,""
"406F2F",50.92,-2.56,70,4140,62,"0000","T-FLRM1","AS29","G-CLRA",1618579739,"","","",0,-64,"GCLRA",0,""
"4851E0",52.50,7.55,205,4130,125,"7000","T-MLAT1","AS29","PH-1562",1618579736,"","","",0,-256,"PH1562",0,""
"484F66",52.62,6.47,43,4125,67,"7000","T-MLAT1","DUOD","PH-1489",1618579698,"","","",0,320,"PH1489",0,""
"44A84F",50.91,3.17,8,4100,63,"2000","T-MLAT1","R200","OO-JBO",1618579743,"KJK","","",0,0,"OOJBO",0,""
"3D3AD8",52.19,12.15,274,4100,130,"7741","T-MLAT1","SR20","D-EUNO",1618579702,"","","",0,0,"DEUNO",0,""
"485EB0",52.46,6.37,227,4074,171,"7000","T-MLAT1","","",1618579724,"","","",0,0,"PH1638",0,""
"4074BB",52.00,-3.30,224,4050,116,"1177","T-MLAT1","DA42","G-SUEM",1618579738,"CWL","","",0,256,"AOS62",0,"AOS"
"4015D3",53.93,-1.16,61,4025,64,"7000","T-EGNM235","C172","G-ASMJ",1618579726,"","","",0,128,"GASMJ",0,""
"3D1148",53.50,6.85,151,4025,110,"7000","T-MLAT1","","",1618579744,"","","",0,0,"DEEUI",0,""
"3ED92B",52.56,6.25,48,4000,95,"7000","T-MLAT1","","",1618579731,"","","",0,-320,"DKXEX",0,""
"",51.58,6.75,227,3975,198,"7742","F-EDLW2","PA31","",1618579741,"","","",0,-320,"PA31",0,""
"3ED0DA",52.47,6.12,257,3950,88,"7000","T-MLAT1","","D-KUBA",1618579746,"","","",0,0,"DKUBA",0,""
"402562",54.06,-2.50,48,3950,86,"7000","T-EGNM2","C150","G-BMBB",1618579744,"BLK","","",0,-128,"GBMBB",0,""
"4050FD",52.31,0.42,125,3925,60,"2650","T-MLAT1","LK17","G-CKOI",1618579742,"MHZ","","",0,-256,"170",0,""
"48546C",51.00,5.45,247,3924,52,"7000","T-MLAT1","","",1618579737,"","","",0,-384,"PH1500",0,""
"401F2F",51.70,-2.36,175,3900,128,"7000","T-MLAT1","AA5","G-BIPV",1618579742,"","","",0,0,"GBIPV",0,""
"4848E5",52.07,6.90,10,3894,59,"7000","T-FLRM1","DISC","PH-1278",1618579740,"","","",0,-192,"PH1278",0,""
"391618",50.85,5.98,86,3851,121,"3177","T-MLAT1","TB20","F-GFQY",1618579744,"","","",0,704,"FGFQY",0,""
"3D38CD",50.63,6.62,137,3850,83,"4451","T-ETAD4","C172","D-ETTL",1618579743,"","","",0,0,"DETTL",0,""
"3D0D03",51.83,7.74,315,3800,87,"7000","T-MLAT1","DR40","D-EDEH",1618579742,"","","",0,0,"DEDEH",0,""
"398565",48.98,2.33,89,3800,178,"1000","T-MLAT1","E190","F-HBLF",1618579746,"NTE","CDG","AF7727",0,-1344,"AFR16YA",0,"AFR"
"3E625A",51.92,10.21,323,3800,72,"7743","T-EDDF213","","D-KCLE",1618579733,"","","",0,0,"DKCLE",0,""
"451CC1",49.95,8.53,178,3800,194,"7665","F-EDFM1","E190","LZ-PLO",1618579743,"FRA","SOF","FB438",0,1216,"LZB438",0,"LZB"
"3F05F1",52.19,5.54,244,3776,103,"7000","T-MLAT1","","",1618579742,"","","D9562",0,-320,"D9562",0,""
"484773",52.36,6.30,195,3775,77,"7000","T-MLAT1","DUOD","PH-1377",1618579727,"","","",0,-576,"PH1377",0,""
"40413C",52.11,-0.74,234,3750,144,"7000","F-EGYM1","P28R","G-BYHJ",1618579745,"SEN","","",0,-64,"GBYHJ",0,""
"3FF33A",49.23,8.23,332,3750,115,"4451","F-EDFM1","NG5","D-MDOC",1618579743,"HOH","","",0,384,"DMDOC",0,""
"4071EE",53.06,-3.47,355,3746,58,"0000","T-FLRM1","AS29","G-LOUD",1618579740,"","","",0,-960,"GLOUD",0,""
"406C9A",51.10,-1.05,65,3746,53,"0000","T-FLRM1","DUOD","G-CIJF",1618579740,"","","",0,320,"GCIJF",0,""
"40724F",50.84,-3.18,66,3700,80,"7000","T-MLAT1","AS29","G-CLTO",1618579742,"EXT","","",0,-128,"GLIDER51",0,""
"3D1BB9",51.67,6.88,290,3700,92,"7742","T-MLAT1","C152","D-EITD",1618579742,"ESS","","",0,0,"DEITD",0,""
"4063C9",51.73,-2.39,162,3697,58,"0000","T-FLRM1","DUOD","G-CLFX",1618579740,"","","",0,-128,"GCLFX",0,""
"485EA5",51.38,4.79,292,3650,68,"7000","T-MLAT1","","",1618579742,"","","",0,-64,"PH4U1",0,""
"485B4F",52.35,8.15,80,3650,45,"7000","T-EDLI94","AS30","PH-1621",1618579740,"","","",0,0,"PH1621",0,""
"A8C6D3",53.73,9.18,120,3625,173,"1125","F-EDWI3","M20T","N665AG",1618579745,"AGE","","",0,0,"N665AG",0,""
"3E6F19",50.92,5.44,266,3625,570,"7000","T-MLAT1","","",1618579735,"","","",0,-320,"DKHGR",0,""
"",52.89,7.41,19,3600,150,"7000","T-MLAT1","PZ04","",1618579745,"","","",0,0,"PZ04",0,""
"3E5FAE",52.16,7.23,225,3600,84,"7000","T-EDLI94","","",1618579740,"","","",0,0,"DKBKW",0,""
"3D33C8",48.84,8.78,169,3600,125,"4452","F-EDFM1","P28A","D-ERWA",1618579743,"QEF","","",0,192,"DERWA",0,""
"404F04",52.35,-3.09,302,3600,57,"7000","T-EGNR79","VENT","G-OTCZ",1618579735,"","","",0,448,"GOTCZ",0,""
"400BD3",50.73,-1.05,267,3599,84,"7011","T-MLAT1","P28A","G-BUJP",1618579743,"","","",0,0,"GBUJP",0,""
"",50.68,7.42,309,3575,231,"3045","F-EDDF4","LJ45","",1618579743,"","","",0,-960,"LJ45",0,""
"3D269F",48.99,12.20,132,3550,139,"7000","F-EDDM2","","D-EMWL",1618579742,"RBM","","",0,-64,"DEMWL",0,""
"406528",51.01,-1.32,264,3549,89,"3674","T-MLAT1","DUOD","G-DXLT",1618579744,"","","",0,-384,"GDXLT",0,""
"407A03",50.83,-3.46,82,3549,90,"7000","T-MLAT1","","",1618579742,"QLA","","",0,-448,"GCLYM",0,""
"",51.37,-3.29,287,3525,110,"3641","F-EGTE3","P28A","",1618579744,"","","",0,64,"P28A",0,""
"405434",52.36,-3.02,39,3525,73,"7000","T-EGBB16","LS8","G-CKEZ",1618579738,"","","",0,-448,"GCKEZ",0,""
"484EED",52.26,6.53,195,3525,93,"7000","F-EHTW4","AS31","PH-1470",1618579745,"","","",0,0,"PH1470",0,""
"402C24",53.26,-1.57,278,3525,114,"7000","T-EGCC285","C172","G-BOUE",1618579744,"","","",0,-384,"GBOUE",0,""
"406887",51.42,-2.20,166,3500,62,"0000","T-FLRM1","DUOD","G-SAXL",1618579740,"","","",0,576,"GSAXL",0,""
"484F81",51.56,5.02,32,3500,59,"7000","F-EHEH1","ARCP","PH-1496",1618579745,"","","",0,704,"PH1496",0,""
"404F54",52.21,-3.21,108,3494,54,"0000","T-FLRM1","AS28","G-CKJV",1618579739,"","","",0,-192,"GCKJV",0,""
"400DC5",51.65,-2.30,160,3475,137,"5077","T-MLAT1","RV9","G-IINI",1618579742,"","","",0,0,"GIINI",0,""
"3E742E",52.06,6.11,239,3475,72,"7000","F-EHTW3","S12S","D-KJES",1618579740,"","","",0,0,"DKJES",0,""
"407474",51.41,-2.77,146,3475,484,"5051","T-EGTG140","DA40","G-TAMI",1618579739,"OXF","","",0,576,"LDG57",0,""
"40694F",52.64,-0.23,2,3450,138,"7000","F-EGYM1","RV7","G-MACI",1618579743,"","","",0,-192,"GMACI",0,""
"3E751A",51.25,5.09,324,3425,67,"7000","T-MLAT1","","",1618579745,"","","",0,-832,"DKJNU",0,""
"407B4F",53.94,-1.03,284,3400,93,"7000","F-EGNM5","","",1618579735,"","","",0,0,"GCLZK",0,""
"43C5FC",50.24,-4.92,91,3400,80,"1746","T-MLAT1","B412","ZJ242",1618579740,"","","",0,-64,"HORN09",0,"RFR"
"404EB2",53.07,-3.89,158,3400,75,"7000","T-EGOV37","NIMB","G-KEPE",1618579743,"","","",0,-320,"GKEPE",0,""
"3EF0A3",50.99,5.40,132,3400,66,"7000","T-EHBK71","","",1618579740,"","","",0,0,"D4108",0,""
"4CA366",51.56,-8.61,292,3399,325,"2637","T-MLAT1","PA34","EI-CMT",1618579737,"ORK","","",0,-192,"",0,""
"405106",52.04,-1.64,235,3375,56,"7000","F-EGTR1","DISC","G-CKOD",1618579744,"","","",0,192,"GCKOD",0,""
"3EDA0A",51.91,8.71,131,3375,77,"7000","F-EDDV5","","",1618579745,"FMO","","",0,0,"DKXNM",0,""
"405123",50.86,-2.18,70,3350,46,"7000","F-EGHH3","DISC","G-CKOK",1618579744,"","","",0,256,"GCKOK",0,""
"3E6FDC",49.35,8.64,106,3325,63,"7000","F-EDFM2","DIMO","D-KHOE",1618579744,"","","",0,0,"DKHOE",0,""
"4079BC",52.57,-1.49,314,3325,163,"4571","F-EGTR1","SR22","G-FPRD",1618579744,"","","",0,-64,"GFPRD",0,""
"4863CB",52.73,6.60,181,3324,57,"7000","T-MLAT1","","",1618579742,"","","",0,-320,"PH1655",0,""
"4028DD",52.39,-2.42,216,3300,97,"1177","T-MLAT1","C152","G-BNKS",1618579735,"","","",0,0,"GBNKS",0,""
"4013A5",52.06,-2.24,82,3300,72,"7000","T-MLAT1","C152","G-BFEK",1618579742,"GLO","","",0,0,"GBFEK",0,""
"4016DC",52.51,0.98,210,3300,95,"7000","T-MLAT1","C172","G-AVHH",1618579744,"","","",0,0,"GAVHH",0,""
